BB1300SC2,RETNGOOD,D32HG2LA511895,2387267863,0,880211,5/8/2014,gdqelp,,,,,
BB1300SC2,RETNGOOD,D32HD1PB410043,2285464547,0,880211,5/8/2014,hxdvti,,,,,
BB1300SC2,RETNGOOD,D32BE1QL111165,2112720889,0,880211,5/8/2014,quqrnm,,,,,
BB1300SC2,RETNGOOD,D32BC1FJ611138,2050218193,0,880211,5/8/2014,bgoxfk,,,,,
BB1300SC2,RETNGOOD,D32BA1BK110448,2349763868,0,880211,5/8/2014,xyuezj,,,,,
BB1300SC2,RETNGOOD,D32HD1MV411488,2267887400,0,880211,5/8/2014,sgseec,,,,,
BB1300SC2,RETNGOOD,D32BF1TC210910,2142718937,0,880211,5/8/2014,rzrxpg,,,,,
BB1300SC2,RETNGOOD,D32HD1JE411635,2391059801,0,880211,5/8/2014,fnhoox,,,,,
BB1300SC2,RETNGOOD,D32HF2BX510248,2175044359,0,880211,5/8/2014,dvzqoi,,,,,
BB1300SC2,RETNGOOD,D32HG2KU510129,2516339971,0,880211,5/8/2014,xfniut,,,,,
BB1300SC2,RETNGOOD,D32HF2BJ512265,2152067399,0,880211,5/8/2014,kfqorl,,,,,
BB1300SC2,RETNGOOD,D32HF2DG410673,2109655841,0,880211,5/8/2014,pymoyv,,,,,
BB1300SC2,RETNGOOD,G33DD3RR000278,3079740761,0,880211,5/8/2014,xygaqw,,,,,
BB1300SC2,RETNGOOD,G33DD3RR001496,3079748913,0,880211,5/8/2014,hdyiqu,,,,,
BB1300SC2,RETNGOOD,G33DD3RR001641,3079747337,0,880211,5/8/2014,cseque,,,,,
BB1300SC2,RETNGOOD,G33DD3RR003942,3079857839,0,880211,5/8/2014,rqjxbs,,,,,
BB1300SC2,RETNGOOD,G33DD3RR001516,3079749028,0,880211,5/8/2014,wuddzt,,,,,
BB1300SC2,RETNGOOD,G33DD3RR003977,3079858654,0,880211,5/8/2014,dqnplt,,,,,
BB1300SC2,RETNGOOD,G33DD3RR004033,3079859165,0,880211,5/8/2014,lfhkho,,,,,
BB1300SC2,RETNGOOD,G33DD3RR004041,3079856146,0,880211,5/8/2014,ztngay,,,,,
BB1300SC2,RETNGOOD,G33DD3RR001593,3079747444,0,880211,5/8/2014,tnlarr,,,,,
BB1300SC2,RETNGOOD,G33DD3RR001483,3079747204,0,880211,5/8/2014,jnjuvl,,,,,
BB1300SC2,RETNGOOD,G33DD3RR001253,3079748657,0,880211,5/8/2014,ghkyui,,,,,
BB1300SC2,RETNGOOD,G33DD3RR003961,3079858175,0,880211,5/8/2014,gvvqrs,,,,,
BB1300SC2,RETNGOOD,G33DD3RR003948,3079858258,0,880211,5/8/2014,jclpgi,,,,,
BB1300SC2,RETNGOOD,G33DD3RR001511,3079748954,0,880211,5/8/2014,fsvtge,,,,,
BB1300SC2,RETNGOOD,G33DD3RR000073,3079741066,0,880211,5/8/2014,uzesge,,,,,
BB1300SC2,RETNGOOD,G33DD3RR003972,3079858225,0,880211,5/8/2014,clsxzl,,,,,
BB1300SC2,RETNGOOD,G33DD3RR000399,3079740811,0,880211,5/8/2014,homdxm,,,,,
BB1300SC2,RETNGOOD,G33DD3RR000384,3079740787,0,880211,5/8/2014,zepcts,,,,,
BB1300SC2,RETNGOOD,G33DD3RR003926,3079857904,0,880211,5/8/2014,izhzfl,,,,,
BB1300SC2,RETNGOOD,G33DD3RR000028,3079741132,0,880211,5/8/2014,xoiotn,,,,,
BB1300SC2,RETNGOOD,G33DD3RR001259,3079748699,0,880211,5/8/2014,lkgewn,,,,,
BB1300SC2,RETNGOOD,G33DD3RR001367,3079716589,0,880211,5/8/2014,crmhbn,,,,,
BB1300SC2,RETNGOOD,G33DD3RR001426,3079714840,0,880211,5/8/2014,jjfhae,,,,,
BB1300SC2,RETNGOOD,G33DD3RR000451,3079741413,0,880211,5/8/2014,bskdgn,,,,,
BB1300SC2,RETNGOOD,G33DD3RR001581,3079747535,0,880211,5/8/2014,wmixxg,,,,,
BB1300SC2,RETNGOOD,G27DH9LF002622,2050586615,0,880211,5/8/2014,anpjqd,,,,,
BB1300SC2,RETNGOOD,A20GB8MQ320610,3044736597,0,880211,5/8/2014,vivziy,,,,,
BB1300SC2,RETNGOOD,A20LD9GC110490,2400920092,0,880211,5/8/2014,jrdxyc,,,,,
BB1300SC2,RETNGOOD,A20LB8QC122120,3031064276,0,880211,5/8/2014,bypgju,,,,,
BB1300SC2,RETNGOOD,A20LE9KD122487,2404927119,0,880211,5/8/2014,wmyidd,,,,,
BB1300SC2,RETNGOOD,A20GD9DE410742,2444533158,0,880211,5/8/2014,qzsvav,,,,,
BB1300SC2,RETNGOOD,A20LF0AX120774,2198391274,0,880211,5/8/2014,xrystd,,,,,
